83
79
81
80
80
79
79
79
80
81
80
79
79
79
80
80
80
81
81
80
80
103
88
79
87
85
84
81
79
80
82
80
78
80
81
79
80
80
80
80
79
80
81
79
95
79
79
80
79
81
79
80
79
82
79
79
80
79
81
95
104
101
80
79
80
83
79
95
79
80
78
81
79
79
80
83
78
79
86
106
79
80
79
79
97
80
79
109
109
79
82
78
79
79
107
107
79
78
81

